"Data Source","World Development Indicators",

"Last Updated Date","2017-06-01",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016",
"Australia","AUS","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.88799953460693","11.3079996109009","11.5120000839233","9.98099994659424","8.74300003051758","8.71000003814697","8.58199977874756","7.93200016021729","7.0310001373291","6.44999980926514","6.97300004959106","6.52699995040894","5.88800001144409","5.28299999237061","4.88299989700317","4.67500019073486","4.05000019073486","3.96399998664856","5.7020001411438","5.08699989318848","4.90799999237061","5.14599990844727","5.70800018310547","6.00299978256226","6.05000019073486","5.71099996566772",
"Austria","AUT","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.31399989128113","3.47099995613098","4.09200000762939","3.21499991416931","3.93499994277954","5.34499979019165","5.06699991226196","5.47399997711182","4.65700006484985","4.76399993896484","3.92000007629395","5.10900020599365","5.13800001144409","5.7960000038147","5.46000003814697","4.96400022506714","4.50899982452393","3.90499997138977","5.50299978256226","4.9980001449585","4.56199979782104","4.94999980926514","5.38199996948242","5.84000015258789","6.08599996566772","6.41300010681152",
"Azerbaijan","AZE","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.93699979782104","4.73799991607666","4.51000022888184","4.24700021743774","3.97399997711182","3.71199989318848","5.61199998855591","6.15199995040894","6.09700012207031","9.98600006103516","9.19999980926514","8.41399955749512","7.71099996566772","6.67399978637695","6.05800008773804","5.45499992370605","7.5479998588562","6.91300010681152","4.87099981307983","4.40299987792969","4.52199983596802","4.33500003814697","4.03499984741211","3.98200011253357","4.05999994277954","4.26999998092651",
"Burundi","BDI","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.32299995422363","1.30200004577637","1.27799999713898","1.29100000858307","1.28699994087219","1.28999996185303","1.32400000095367","1.34700000286102","1.35000002384186","1.36600005626678","1.37300002574921","1.37699997425079","1.37600004673004","1.375","1.36800003051758","1.36000001430511","1.3400000333786","1.3309999704361","1.31299996376038","1.30299997329712","1.29100000858307","1.28299999237061","1.27900004386902","1.25300002098083","1.29299998283386","1.27900004386902",
"Belgium","BEL","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.57999992370605","4.81500005722046","6.18699979782104","7.69600009918213","7.30499982833862","7.40700006484985","7.08900022506714","7.58199977874756","7.47300004959106","5.30499982833862","5.62900018692017","6.23699998855591","7.40999984741211","6.66200017929077","7.59800004959106","7.39900016784668","6.66499996185303","6.47200012207031","7.75099992752075","8.11299991607666","7.11299991607666","7.65899991989136","8.64900016784668","9.02700042724609","9.06799983978271","8.59799957275391",
"Benin","BEN","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.949999988079071","2.16799998283386","1.46899998188019","1.00399994850159","0.962000012397766","0.926999986171722","0.948000013828278","0.971000015735626","0.944000005722046","0.921000003814697","0.899999976158142","0.922999978065491","1.35399997234344","0.934000015258789","0.954999983310699","0.967000007629395","1.03299999237061","1.10500001907349","1.18099999427795","0.892000019550323","0.89300000667572","0.897000014781952","0.902999997138977","1.03299999237061","1.06900000572205","1.0789999961853",
"Burkina Faso","BFA","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.52500009536743","3.01099991798401","3.98900008201599","3.31599998474121","3.27600002288818","3.12899994850159","2.98799991607666","3.17899990081787","3.17499995231628","3.48300004005432","3.03200006484985","4.12799978256226","3.04099988937378","4.07299995422363","5.06099987030029","2.9449999332428","4.16900014877319","4.17500019073486","4.14200019836426","4.18400001525879","4.15899991989136","4.15000009536743","4.14400005340576","4.12200021743774","3.88000011444092","3.75099992752075",
"Bangladesh","BGD","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.82099997997284","3.82100009918213","2.40199995040894","3.07800006866455","3.60899996757507","2.7260000705719","4.36999988555908","2.90400004386902","3.60700011253357","3.27099990844727","3.29800009727478","3.3289999961853","4.14900016784668","3.95799994468689","2.98499989509583","3.82599997520447","3.56100010871887","2.80999994277954","4.28800010681152","4.09600019454956","3.97000002861023","3.84299993515015","3.06900000572205","3.51799988746643","3.65100002288818","3.71399998664856",
"Bulgaria","BGR","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.0319995880127","14.0100002288818","21.8099994659424","20.431999206543","16.0799999237061","13.8640003204346","14.1079998016357","12.5959997177124","14.5930004119873","16.6009998321533","20.9720001220703","18.8020000457764","14.2220001220703","12.4069995880127","10.3129997253418","8.66199970245361","6.53000020980835","5.49599981307983","6.98099994659424","10.8620004653931","12.2629995346069","13.5209999084473","13.8979997634888","12.3140001296997","9.76399993896484","8.44499969482422",
"Bahrain","BHR","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.577000021934509","0.579999983310699","0.577000021934509","0.565999984741211","0.551999986171722","0.554000020027161","0.560999989509583","0.560999989509583","0.558000028133392","0.550000011920929","0.570999979972839","0.574000000953674","0.574000000953674","0.564000010490417","0.554000020027161","0.560999989509583","0.551999986171722","0.528999984264374","0.5","0.43299999833107","0.456999987363815","0.483999997377396","0.49099999666214","0.488999992609024","0.504000008106232","0.53600001335144",
"Bahamas, The","BHS","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.5080003738403","14.0179996490479","12.9079999923706","12.6020002365112","10.2829999923706","8.77299976348877","8.45800018310547","5.61800003051758","5.75099992752075","5.97300004959106","6.46999979019165","8.82800006866455","9.94400024414063","9.42099952697754","9.1540002822876","6.73299980163574","6.61999988555908","7.08799982070923","14.3459997177124","14.1389999389648","13.4700002670288","13.8380002975464","16.1539993286133","16.0550003051758","15.9610004425049","15.0699996948242",
"Bosnia and Herzegovina","BIH","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.4309997558594","19.2110004425049","18.3239994049072","18.6830005645752","19.0750007629395","19.4890003204346","19.9179992675781","20.3680000305176","20.8460006713867","21.3560009002686","26.7759990692139","22.5830001831055","19.6380004882813","23.1609992980957","20.9990005493164","28.8850002288818","26.6509990692139","21.2560005187988","23.0939998626709","25.5259990692139","26.0550003051758","26.4270000457764","26.3859996795654","25.326000213623","29.1560001373291","27.8780002593994",
"Belarus","BLR","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.648000001907349","0.656000018119812","0.621999979019165","0.633000016212463","0.626999974250793","0.634999990463257","0.751999974250793","0.718999981880188","0.648000001907349","0.688000023365021","0.672999978065491","0.679000020027161","0.704999983310699","0.760999977588654","0.735000014305115","0.741999983787537","0.725000023841858","0.744000017642975","0.922999978065491","0.717999994754791","0.693000018596649","0.634999990463257","0.52700001001358","0.501999974250793","0.522000014781952","0.541000008583069",
"Belize","BLZ","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.47100019454956","5.60099983215332","8.89900016784668","9.10599994659424","9.92199993133545","11.4809999465942","8.81599998474121","10.7189998626709","9.0620002746582","7.52500009536743","6.2480001449585","7.39400005340576","7.39799976348877","7.40100002288818","7.44999980926514","6.01599979400635","5.41599988937378","5.20300006866455","8.12399959564209","8.34099960327148","8.57400035858154","9.03299999237061","6.11899995803833","6.40000009536743","6.55000019073486","7.24200010299683",
"Bermuda","BMU","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.03999996185303","5.07999992370605","5.11600017547607","2.64100003242493","3.41499996185303","5.00400018692017","2.10599994659424","2.47699999809265","3.7720000743866","3.85999989509583","4.64900016784668","4.30200004577637","4.4210000038147","3.5460000038147","4.59700012207031","4.42399978637695","4.23400020599365","2.1800000667572","2.67000007629395","4.7810001373291","2.20099997520447","1.87000000476837","2.34299993515015","2.84699988365173","2.86899995803833","3.0550000667572",
"Brazil","BRA","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.60999965667725","9.72700023651123","9.23999977111816","8.91199970245361","8.31999969482422","9.38500022888184","9.7180004119873","12.3590002059937","12.2749996185303","11.6840000152588","10.4700002670288","10.8629999160767","11.3900003433228","10.7080001831055","9.45499992370605","9.48099994659424","8.94699954986572","7.88299989700317","8.00599956512451","6.98600006103516","6.40100002288818","6.04699993133545","5.87099981307983","5.57999992370605","7.02899980545044","9.53800010681152",
"Barbados","BRB","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.4949998855591","20.0839996337891","22.2140007019043","18.1359996795654","16.6509990692139","11.7200002670288","11.2840003967285","8.63099956512451","7.70499992370605","7.24900007247925","7.94799995422363","8.54899978637695","9.47999954223633","8.48900032043457","7.58199977874756","8.31099987030029","7.21799993515015","7.53800010681152","10.0880002975464","10.956000328064","11.0059995651245","11.8879995346069","11.6879997253418","11.7700004577637","12.1309995651245","11.8489999771118",
"Brunei Darussalam","BRN","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.34700012207031","4.34000015258789","4.32299995422363","4.30000019073486","4.04099988937378","3.82599997520447","3.6159999370575","3.40300011634827","3.18899989128113","2.98000001907349","2.81900000572205","2.66000008583069","2.50600004196167","2.35500001907349","2.20499992370605","2.07200002670288","1.94900000095367","1.83299994468689","1.72300004959106","1.61500000953674","1.61500000953674","1.59800004959106","1.58299994468689","1.55799996852875","1.74600005149841","1.87199997901917",
"Bhutan","BTN","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.25399994850159","2.39299988746643","2.5460000038147","1.7610000371933","1.2039999961853","1.39999997615814","2.95199990272522","1.2150000333786","1.21000003814697","1.46099996566772","1.62999999523163","1.59399998188019","1.53400003910065","2.12199997901917","2.86100006103516","2.74499988555908","3.07500004768372","2.91100001335144","2.71900010108948","2.66300010681152","2.02600002288818","1.89400005340576","2.24699997901917","1.99800002574921","1.89800000190735","1.89199995994568",
"Botswana","BWA","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.5209999084473","13.6260004043579","15.7270002365112","19.8889999389648","20.0410003662109","19.5809993743896","18.4039993286133","18.4230003356934","16.576000213623","14.628999710083","15.8649997711182","18.2450008392334","20.6889991760254","19.261999130249","17.826000213623","15.4379997253418","15.7510004043579","10.7969999313354","12.6870002746582","14.4350004196167","14.210000038147","14.0209999084473","14.08899974823","14.1330003738403","15.0159997940063","15.628999710083",
"Central African Republic","CAF","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.31099987030029","6.2810001373291","6.31400012969971","6.48099994659424","6.38600015640259","6.20300006866455","6.45300006866455","6.39699983596802","6.40299987792969","6.32399988174438","6.36199998855591","6.36800003051758","6.2649998664856","6.4210000038147","6.4229998588562","6.45499992370605","6.44399976730347","6.39200019836426","6.37400007247925","6.38100004196167","6.36600017547607","6.35900020599365","5.72399997711182","6.33400011062622","6.44799995422363","6.53499984741211",
"Canada","CAN","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.798999786377","12.0069999694824","11.9689998626709","10.8819999694824","9.80099964141846","9.87199974060059","9.24600028991699","8.54599952697754","7.84000015258789","6.90799999237061","7.50600004196167","8.16499996185303","7.95800018310547","7.49200010299683","7.05200004577637","6.49499988555908","6.33799982070923","6.53000020980835","9.48999977111816","8.85099983215332","7.9520001411438","7.72499990463257","7.52799987792969","7.36800003051758","7.44700002670288","7.63800001144409",
"Central Europe and the Baltics","CEB","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.3002426164973","10.267005327517","11.4492240028845","11.5913305897323","10.4053983928862","9.60459469317863","8.50985177638732","8.47310198645846","10.3117701098886","12.0521069524179","12.9611242434637","13.510341427828","12.6615777569824","12.7967238604586","11.5097989867963","9.691326767687","7.49287453682155","6.30639229861617","8.51972960391889","9.97640611731672","9.70991288384223","9.84772772921487","9.88554117070131","8.77108119307655","7.75024881755826","6.65860588961751",
"Switzerland","CHE","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.21700000762939","2.25799989700317","3.06200003623962","3.46499991416931","2.87599992752075","3.40899991989136","4.36899995803833","3.16799998283386","2.8050000667572","2.29699993133545","1.70000004768372","2.78299999237061","3.80599999427795","3.94099998474121","3.8840000629425","3.40300011634827","2.92700004577637","2.8199999332428","3.76799988746643","4.16699981689453","3.69000005722046","3.94300007820129","4.29199981689453","4.38899993896484","4.4980001449585","4.5149998664856",
"Channel Islands","CHI","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.4350004196167","10.3489999771118","10.6110000610352","9.8129997253418","9.55000019073486","9.69600009918213","9.24199962615967","9.33100032806396","9.34000015258789","9.13300037384033","9.79899978637695","9.9350004196167","9.9370002746582","9.33600044250488","9.58500003814697","9.37899971008301","9.37199974060059","10.6510000228882","12.375","10.0950002670288","10.4580001831055","10.9449996948242","10.5139999389648","10.1269998550415","9.97200012207031","9.76700019836426",
"Chile","CHL","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.07200002670288","3.93700003623962","4.21999979019165","5.43300008773804","4.46600008010864","5.60300016403198","5.36499977111816","5.72200012207031","9.37199974060059","8.70899963378906","8.83399963378906","8.60400009155273","7.8730001449585","7.90799999237061","7.00899982452393","6.71299982070923","6.29300022125244","6.74499988555908","9.04599952697754","7.12900018692017","6.04899978637695","5.40399980545044","5.26900005340576","6","5.71700000762939","6.04500007629395",
"China","CHN","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.31899976730347","4.78399991989136","4.72900009155273","4.74900007247925","4.98799991607666","5.03999996185303","5.05900001525879","5.21000003814697","5.18300008773804","5.00099992752075","5.00299978256226","4.87200021743774","4.7519998550415","4.75299978256226","4.57800006866455","4.42600011825562","4.16400003433228","4.83199977874756","4.75899982452393","4.66200017929077","4.82000017166138","4.96700000762939","5.0460000038147","5.28299999237061","5.27299976348877","5.29400014877319",
"Cote d'Ivoire","CIV","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.05599975585938","8.15499973297119","8.42899990081787","8.1560001373291","8.25899982452393","8.30599975585938","8.24699974060059","8.2209997177124","8.15299987792969","8.07800006866455","8.11999988555908","8.08199977874756","8.08899974822998","8.14500045776367","8.15999984741211","8.15900039672852","8.16800022125244","8.18900012969971","8.21000003814697","8.19099998474121","8.07100009918213","8.375","8.36400032043457","8.33199977874756","8.29300022125244","8.27099990844727",
"Cameroon","CMR","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.44899988174438","4.45699977874756","4.45699977874756","4.46500015258789","3.58100008964539","6.80700016021729","6.81400012969971","6.82200002670288","5.1560001373291","5.44799995422363","6.30200004577637","4.97300004959106","5.03800010681152","4.31300020217896","3.69700002670288","3.06900000572205","2.43600010871887","2.69300007820129","2.94899988174438","3.45199990272522","3.4539999961853","3.45099997520447","3.45300006866455","3.44199991226196","3.66599988937378","3.78200006484985",
"Congo, Dem. Rep.","COD","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.8199999332428","2.80699992179871","2.78600001335144","2.84599995613098","2.91899991035461","2.88299989700317","2.83800005912781","2.87100005149841","2.87400007247925","2.84200000762939","2.89199995994568","2.93499994277954","2.95799994468689","2.96900010108948","2.96499991416931","2.95799994468689","2.96499991416931","2.96399998664856","2.93400001525879","2.96700000762939","2.96199989318848","2.96099996566772","2.96900010108948","2.95799994468689","2.91799998283386","2.88800001144409",
"Congo, Rep.","COG","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.4879999160767","10.5010004043579","10.4169998168945","10.3070001602173","8.64200019836426","8.99300003051758","8.9350004196167","8.875","10.9020004272461","13.3249998092651","8.4980001449585","9.32199954986572","9.87800025939941","10.46399974823","13.1110000610352","11.4770002365112","10.9879999160767","10.5159997940063","13.3120002746582","12.0590000152588","10.8120002746582","8.27099990844727","8.25399971008301","8.29300022125244","8.76299953460693","9.22900009155273",
"Colombia","COL","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.31799983978271","7.51800012588501","6.11199998855591","6.35200023651123","6.94600009918213","9.66899967193604","9.65499973297119","11.8889999389648","15.8290004730225","16.0450000762939","12.1389999389648","12.6940002441406","11.0710000991821","10.7309999465942","9.12600040435791","9.35900020599365","8.75300025939941","8.86800003051758","9.38199996948242","9.01099967956543","8.19900035858154","7.87799978256226","7.40999984741211","6.99399995803833","6.73899984359741","7.42899990081787",
"Comoros","COM","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.44700050354","18.9589996337891","18.7430000305176","18.4349994659424","18.7779998779297","18.6079998016357","18.8379993438721","18.7450008392334","18.7929992675781","18.7870006561279","18.867000579834","18.8999996185303","18.8290004730225","18.7059993743896","18.8390007019043","18.6760005950928","18.5860004425049","18.5319995880127","18.4850006103516","18.4120006561279","18.3349990844727","18.2759990692139","18.2099990844727","18.0830001831055","18.298999786377","18.3479995727539",
"Cabo Verde","CPV","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.43900012969971","9.4350004196167","9.49600028991699","9.44799995422363","9.42899990081787","9.38000011444092","9.38199996948242","9.39099979400635","9.47900009155273","9.38700008392334","9.38000011444092","9.38399982452393","9.45899963378906","9.41300010681152","9.4350004196167","9.49899959564209","9.4689998626709","9.35999965667725","9.11299991607666","9.10900020599365","9.11299991607666","8.98700046539307","8.92199993133545","8.91800022125244","9.0319995880127","9.0959997177124",
"Costa Rica","CRI","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.61499977111816","3.34100008010864","3.4760000705719","3.34800004959106","4.54699993133545","5.22399997711182","4.88800001144409","4.22399997711182","4.90100002288818","4.32999992370605","5.04500007629395","5.50899982452393","5.7350001335144","5.33699989318848","5.00299978256226","4.21000003814697","3.15599989891052","4.08300018310547","6.4850001335144","7.57000017166138","8.65299987792969","8.88300037384033","8.26799964904785","8.05200004577637","7.97800016403198","7.44700002670288",
"Caribbean small states","CSS","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.2374761192547","12.0285067251253","12.7688801717055","11.8291566827939","11.6654160056186","10.8246967843352","10.7811528278977","10.1953295092078","10.1316152212171","9.77654202426301","9.40406858193455","9.68267342964527","8.55736288456187","8.21563662355332","7.51556183021796","6.88039805274325","6.44969421016501","7.1739938204925","8.3102312337041","8.77239208062192","8.47981571196786","9.04127582996124","8.91216784001022","8.5657549034691","8.43759574990568","8.56854142284803",
